,race_id,season,race_number,date,site,cars,winner,start,make/model,len,sfc,miles,purse,pole,cautions,caution_laps,speed,lc,href
513,513,2016,10,2016-05-01,Talladega,40,Brad Keselowski,7,Ford,2.66,P,500,,192.661,10,41,140.046,37,https://www.racing-reference.info/race-results/2016_GEICO_500/W
514,514,2016,11,2016-05-07,Kansas,40,Kyle Busch,6,Toyota,1.5,P,401,,190.921,6,30,141.909,16,https://www.racing-reference.info/race-results/2016_GoBowling.com_400/W
515,515,2016,12,2016-05-15,Dover,40,Matt Kenseth,10,Toyota,1.0,P,400,,,12,65,109.348,19,https://www.racing-reference.info/race-results/2016_AAA_400_Drive_For_Autism/W
516,516,2016,13,2016-05-29,Charlotte,40,"Martin Truex, Jr.",1,Toyota,1.5,P,600,,192.328,4,19,160.655,9,https://www.racing-reference.info/race-results/2016_Coca-Cola_600/W
517,517,2016,14,2016-06-06,Pocono,40,Kurt Busch,9,Chevrolet,2.5,P,400,,181.726,10,40,125.49,14,https://www.racing-reference.info/race-results/2016_Axalta_We_Paint_Winners_400/W
518,518,2016,15,2016-06-12,Michigan,40,Joey Logano,1,Ford,2.0,P,400,,199.557,9,46,134.241,14,https://www.racing-reference.info/race-results/2016_FireKeepers_Casino_400/W
519,519,2016,16,2016-06-26,Sonoma,40,Tony Stewart,10,Chevrolet,1.99,R,219,,95.777,4,10,80.966,12,https://www.racing-reference.info/race-results/2016_Toyota_Save_Mart_350/W
520,520,2016,17,2016-07-02,Daytona,40,Brad Keselowski,5,Ford,2.5,P,403,,192.955,5,28,150.342,26,https://www.racing-reference.info/race-results/2016_Coke_Zero_400/W
521,521,2016,18,2016-07-09,Kentucky,40,Brad Keselowski,2,Ford,1.5,P,401,,,11,53,128.58,16,https://www.racing-reference.info/race-results/2016_Quaker_State_400/W
522,522,2016,19,2016-07-17,Loudon,40,Matt Kenseth,18,Toyota,1.058,P,318,,133.971,7,36,107.416,13,https://www.racing-reference.info/race-results/2016_New_Hampshire_301/W
523,523,2016,20,2016-07-24,Indianapolis,40,Kyle Busch,1,Toyota,2.5,P,425,,184.634,8,34,128.94,4,https://www.racing-reference.info/race-results/2016_Combat_Wounded_Coalition_400/W
524,524,2016,21,2016-08-01,Pocono,40,Chris Buescher,22,Ford,2.5,P,345,,179.244,7,31,127.581,19,https://www.racing-reference.info/race-results/2016_Pennsylvania_400/W
525,525,2016,22,2016-08-07,Watkins Glen,40,Denny Hamlin,6,Toyota,2.45,R,221,,126.562,8,20,89.513,9,https://www.racing-reference.info/race-results/2016_Cheez-It_355_at_the_Glen/W
526,526,2016,23,2016-08-21,Bristol,40,Kevin Harvick,24,Chevrolet,0.533,P,267,,131.407,9,106,77.968,20,https://www.racing-reference.info/race-results/2016_Bass_Pro_Shops_NRA_Night_Race/W
527,527,2016,24,2016-08-28,Michigan,40,Kyle Larson,12,Chevrolet,2.0,P,400,,201.698,4,17,162.73,20,https://www.racing-reference.info/race-results/2016_Pure_Michigan_400/W
528,528,2016,25,2016-09-04,Darlington,40,"Martin Truex, Jr.",8,Toyota,1.366,P,501,,,10,52,126.437,14,https://www.racing-reference.info/race-results/2016_Bojangles_Southern_500/W
529,529,2016,26,2016-09-10,Richmond,40,Denny Hamlin,1,Toyota,0.75,P,305,,122.344,16,89,85.778,21,https://www.racing-reference.info/race-results/2016_Federated_Auto_Parts_400/W
530,530,2016,27,2016-09-18,Chicago,40,"Martin Truex, Jr.",6,Toyota,1.5,P,405,,,4,22,145.161,17,https://www.racing-reference.info/race-results/2016_Teenage_Mutant_Ninja_Turtles_400/W
531,531,2016,28,2016-09-25,Loudon,40,Kevin Harvick,19,Chevrolet,1.058,P,317,,135.453,6,31,109.291,14,https://www.racing-reference.info/race-results/2016_Bad_Boy_Off_Road_300/W
532,532,2016,29,2016-10-02,Dover,40,"Martin Truex, Jr.",2,Toyota,1.0,P,400,,,4,22,130.969,14,https://www.racing-reference.info/race-results/2016_Citizen_Soldier_400/W
533,533,2016,30,2016-10-09,Charlotte,40,Jimmie Johnson,11,Chevrolet,1.5,P,501,,196.029,8,51,134.929,17,https://www.racing-reference.info/race-results/2016_Bank_of_America_500/W
534,534,2016,31,2016-10-16,Kansas,40,Kevin Harvick,11,Chevrolet,1.5,P,401,,192.089,8,38,133.155,18,https://www.racing-reference.info/race-results/2016_Hollywood_Casino_400/W
535,535,2016,32,2016-10-23,Talladega,40,Joey Logano,16,Ford,2.66,P,511,,193.423,6,25,159.905,31,https://www.racing-reference.info/race-results/2016_Hellmanns_500/W
536,536,2016,33,2016-10-30,Martinsville,40,Jimmie Johnson,3,Chevrolet,0.526,P,263,,98.206,5,54,78.54,15,https://www.racing-reference.info/race-results/2016_Goodys_Fast_Relief_500/W
537,537,2016,34,2016-11-06,Fort Worth,40,Carl Edwards,9,Toyota,1.5,P,440,,192.301,8,37,134.541,12,https://www.racing-reference.info/race-results/2016_AAA_Texas_400/W
538,538,2016,35,2016-11-13,Phoenix,40,Joey Logano,4,Ford,1.0,P,324,,140.521,9,53,102.866,8,https://www.racing-reference.info/race-results/2016_Can-Am_500/W
539,539,2016,36,2016-11-20,Homestead,40,Jimmie Johnson,14,Chevrolet,1.5,P,402,,177.637,7,33,128.869,20,https://www.racing-reference.info/race-results/2016_Ford_EcoBoost_400/W
540,540,2017,1,2017-02-26,Daytona,40,Kurt Busch,8,Ford,2.5,P,500,,192.872,8,40,143.187,37,https://www.racing-reference.info/race-results/2017_Daytona_500/W
541,541,2017,2,2017-03-05,Atlanta,39,Brad Keselowski,5,Ford,1.54,P,501,,190.398,6,32,140.898,9,https://www.racing-reference.info/race-results/2017_Folds_of_Honor_QuikTrip_500/W
542,542,2017,3,2017-03-12,Las Vegas,39,"Martin Truex, Jr.",2,Toyota,1.5,P,401,,193.68,6,34,136.032,14,https://www.racing-reference.info/race-results/2017_Kobalt_400/W
543,543,2017,4,2017-03-19,Phoenix,39,Ryan Newman,22,Chevrolet,1.0,P,314,,137.321,8,45,104.271,15,https://www.racing-reference.info/race-results/2017_Camping_World_500/W
544,544,2017,5,2017-03-26,Fontana,39,Kyle Larson,1,Chevrolet,2.0,P,404,,187.047,7,29,136.359,17,https://www.racing-reference.info/race-results/2017_Auto_Club_400/W
545,545,2017,6,2017-04-02,Martinsville,38,Brad Keselowski,4,Ford,0.526,P,263,,,14,95,70.139,18,https://www.racing-reference.info/race-results/2017_STP_500/W
546,546,2017,7,2017-04-09,Fort Worth,40,Jimmie Johnson,24,Chevrolet,1.5,P,501,,198.405,8,35,147.137,16,https://www.racing-reference.info/race-results/2017_Oreilly_Auto_Parts_500/W
547,547,2017,8,2017-04-24,Bristol,39,Jimmie Johnson,11,Chevrolet,0.533,P,267,,,9,76,86.674,14,https://www.racing-reference.info/race-results/2017_Food_City_500/W
548,548,2017,9,2017-04-30,Richmond,38,Joey Logano,5,Ford,0.75,P,300,,121.076,9,53,93.685,18,https://www.racing-reference.info/race-results/2017_Toyota_Owners_400/W
549,549,2017,10,2017-05-07,Talladega,40,"Ricky Stenhouse, Jr.",1,Ford,2.66,P,508,,191.547,8,33,145.669,26,https://www.racing-reference.info/race-results/2017_GEICO_500/W
550,550,2017,11,2017-05-13,Kansas,40,"Martin Truex, Jr.",3,Toyota,1.5,P,401,,189.6,15,61,117.64,21,https://www.racing-reference.info/race-results/2017_Go_Bowling_400/W
551,551,2017,12,2017-05-28,Charlotte,40,Austin Dillon,22,Chevrolet,1.5,P,600,,193.424,9,53,138.8,23,https://www.racing-reference.info/race-results/2017_Coca-Cola_600/W
552,552,2017,13,2017-06-04,Dover,39,Jimmie Johnson,14,Chevrolet,1.0,P,406,,158.954,15,72,104.955,17,https://www.racing-reference.info/race-results/2017_AAA_400_Drive_For_Autism/W
553,553,2017,14,2017-06-11,Pocono,39,Ryan Blaney,4,Ford,2.5,P,400,,179.151,4,18,142.292,13,https://www.racing-reference.info/race-results/2017_Axalta_Presents_the_Pocono_400/W
554,554,2017,15,2017-06-18,Michigan,37,Kyle Larson,1,Chevrolet,2.0,P,400,,202.156,8,34,143.369,10,https://www.racing-reference.info/race-results/2017_FireKeepers_Casino_400/W
555,555,2017,16,2017-06-25,Sonoma,38,Kevin Harvick,12,Ford,1.99,R,219,,95.295,6,12,78.71,13,https://www.racing-reference.info/race-results/2017_Toyota-Save_Mart_350/W
556,556,2017,17,2017-07-01,Daytona,40,"Ricky Stenhouse, Jr.",6,Ford,2.5,P,408,,190.973,14,51,123.986,33,https://www.racing-reference.info/race-results/2017_Coke_Zero_400/W
557,557,2017,18,2017-07-08,Kentucky,40,"Martin Truex, Jr.",2,Toyota,1.5,P,411,,190.282,9,39,138.604,9,https://www.racing-reference.info/race-results/2017_Quaker_State_400/W
558,558,2017,19,2017-07-16,Loudon,39,Denny Hamlin,8,Toyota,1.058,P,318,,133.077,7,34,105.8,11,https://www.racing-reference.info/race-results/2017_Overtons_301/W
559,559,2017,20,2017-07-23,Indianapolis,40,Kasey Kahne,19,Chevrolet,2.5,P,418,,187.301,14,55,114.384,10,https://www.racing-reference.info/race-results/2017_Brickyard_400/W
560,560,2017,21,2017-07-30,Pocono,38,Kyle Busch,1,Toyota,2.5,P,400,,179.372,5,21,141.08,16,https://www.racing-reference.info/race-results/2017_Overtons_400/W
561,561,2017,22,2017-08-06,Watkins Glen,37,"Martin Truex, Jr.",3,Toyota,2.45,R,221,,126.925,3,8,104.132,9,https://www.racing-reference.info/race-results/2017_I_Love_New_York_355_at_the_Glen/W
562,562,2017,23,2017-08-13,Michigan,39,Kyle Larson,9,Chevrolet,2.0,P,404,,203.097,5,28,150.903,14,https://www.racing-reference.info/race-results/2017_Pure_Michigan_400/W
563,563,2017,24,2017-08-19,Bristol,40,Kyle Busch,18,Toyota,0.533,P,267,,128.082,8,53,95.969,21,https://www.racing-reference.info/race-results/2017_Bass_Pro_Shops-NRA_Night_Race/W
564,564,2017,25,2017-09-03,Darlington,40,Denny Hamlin,9,Toyota,1.366,P,501,,177.73,8,38,132.761,20,https://www.racing-reference.info/race-results/2017_Bojangles_Southern_500/W
565,565,2017,26,2017-09-09,Richmond,39,Kyle Larson,4,Chevrolet,0.75,P,303,,122.421,7,38,99.417,13,https://www.racing-reference.info/race-results/2017_Federated_Auto_Parts_400/W
566,566,2017,27,2017-09-17,Chicago,40,"Martin Truex, Jr.",3,Toyota,1.5,P,401,,187.963,4,21,145.401,12,https://www.racing-reference.info/race-results/2017_Tales_of_the_Turtles_400/W
567,567,2017,28,2017-09-24,Loudon,39,Kyle Busch,1,Toyota,1.058,P,317,,135.049,6,32,108.958,6,https://www.racing-reference.info/race-results/2017_ISM_Connect_300/W
568,568,2017,29,2017-10-01,Dover,40,Kyle Busch,2,Toyota,1.0,P,400,,160.664,4,24,129.171,15,https://www.racing-reference.info/race-results/2017_Delaware_400/W
569,569,2017,30,2017-10-08,Charlotte,40,"Martin Truex, Jr.",17,Toyota,1.5,P,506,,191.598,10,44,139.128,14,https://www.racing-reference.info/race-results/2017_Bank_of_America_500/W
570,570,2017,31,2017-10-15,Talladega,40,Brad Keselowski,6,Ford,2.66,P,500,,190.544,11,47,131.677,30,https://www.racing-reference.info/race-results/2017_Alabama_500/W
571,571,2017,32,2017-10-22,Kansas,40,"Martin Truex, Jr.",1,Toyota,1.5,P,401,,188.029,10,49,125.189,14,https://www.racing-reference.info/race-results/2017_Hollywood_Casino_400/W
572,572,2017,33,2017-10-29,Martinsville,40,Kyle Busch,14,Toyota,0.526,P,266,,96.504,11,74,74.902,16,https://www.racing-reference.info/race-results/2017_First_Data_500/W
573,573,2017,34,2017-11-05,Fort Worth,40,Kevin Harvick,3,Ford,1.5,P,501,,200.915,8,40,143.234,27,https://www.racing-reference.info/race-results/2017_AAA_Texas_500/W
574,574,2017,35,2017-11-12,Phoenix,40,Matt Kenseth,7,Toyota,1.0,P,312,,137.942,7,41,105.534,9,https://www.racing-reference.info/race-results/2017_Can-Am_500/W
575,575,2017,36,2017-11-19,Homestead,39,"Martin Truex, Jr.",2,Toyota,1.5,P,401,,173.98,5,26,131.9,13,https://www.racing-reference.info/race-results/2017_Ford_EcoBoost_400/W
576,576,2018,1,2018-02-18,Daytona,40,Austin Dillon,14,Chevrolet,2.5,P,518,,195.644,8,37,150.545,24,https://www.racing-reference.info/race-results/2018_Daytona_500/W
577,577,2018,2,2018-02-25,Atlanta,36,Kevin Harvick,3,Ford,1.54,P,501,,184.652,5,28,143.068,24,https://www.racing-reference.info/race-results/2018_Folds_of_Honor_QuikTrip_500/W
578,578,2018,3,2018-03-04,Las Vegas,37,Kevin Harvick,2,Ford,1.5,P,401,,191.489,4,29,141.756,11,https://www.racing-reference.info/race-results/2018_Pennzoil_400_presented_by_Jiffy_Lube/W
579,579,2018,4,2018-03-11,Phoenix,37,Kevin Harvick,10,Ford,1.0,P,312,,136.945,6,36,108.073,15,https://www.racing-reference.info/race-results/2018_Ticket_Guardian_500/W
580,580,2018,5,2018-03-18,Fontana,37,"Martin Truex, Jr.",1,Toyota,2.0,P,400,,186.567,5,21,147.526,16,https://www.racing-reference.info/race-results/2018_Auto_Club_400/W
581,581,2018,6,2018-03-26,Martinsville,38,Clint Bowyer,9,Ford,0.526,P,263,,,4,33,81.663,11,https://www.racing-reference.info/race-results/2018_STP_500/W
582,582,2018,7,2018-04-08,Fort Worth,37,Kyle Busch,8,Toyota,1.5,P,501,,197.368,8,48,141.714,16,https://www.racing-reference.info/race-results/2018_OReilly_Auto_Parts_500/W
583,583,2018,8,2018-04-16,Bristol,39,Kyle Busch,1,Toyota,0.533,P,267,,128.822,13,114,77.465,18,https://www.racing-reference.info/race-results/2018_Food_City_500/W
584,584,2018,9,2018-04-21,Richmond,38,Kyle Busch,32,Toyota,0.75,P,302,,123.859,6,46,96.215,16,https://www.racing-reference.info/race-results/2018_Toyota_Owners_400/W
585,585,2018,10,2018-04-29,Talladega,40,Joey Logano,9,Ford,2.66,P,500,,194.448,6,29,152.489,25,https://www.racing-reference.info/race-results/2018_GEICO_500/W
586,586,2018,11,2018-05-06,Dover,38,Kevin Harvick,2,Ford,1.0,P,400,,158.103,8,48,115.044,17,https://www.racing-reference.info/race-results/2018_AAA_400_Drive_for_Autism/W
587,587,2018,12,2018-05-12,Kansas,38,Kevin Harvick,1,Ford,1.5,P,401,,188.811,6,31,128.395,13,https://www.racing-reference.info/race-results/2018_KC_Masterpiece_400/W
588,588,2018,13,2018-05-27,Charlotte,40,Kyle Busch,1,Toyota,1.5,P,600,,191.836,11,54,136.692,9,https://www.racing-reference.info/race-results/2018_Coca-Cola_600/W
589,589,2018,14,2018-06-03,Pocono,38,"Martin Truex, Jr.",4,Toyota,2.5,P,400,,176.897,6,23,139.535,11,https://www.racing-reference.info/race-results/2018_Pocono_400/W
590,590,2018,15,2018-06-10,Michigan,39,Clint Bowyer,12,Ford,2.0,P,266,,203.361,8,30,132.723,9,https://www.racing-reference.info/race-results/2018_FireKeepers_Casino_400/W
591,591,2018,16,2018-06-24,Sonoma,38,"Martin Truex, Jr.",2,Toyota,1.99,R,219,,94.597,3,8,82.882,11,https://www.racing-reference.info/race-results/2018_Toyota-Save_Mart_350/W
592,592,2018,17,2018-07-01,Chicago,39,Kyle Busch,16,Toyota,1.5,P,401,,180.012,5,23,140.636,24,https://www.racing-reference.info/race-results/2018_Overtons_400/W
593,593,2018,18,2018-07-07,Daytona,40,Erik Jones,29,Toyota,2.5,P,420,,194.045,10,46,130.435,25,https://www.racing-reference.info/race-results/2018_Coke_Zero_Sugar_400/W
594,594,2018,19,2018-07-14,Kentucky,39,"Martin Truex, Jr.",1,Toyota,1.5,P,401,,188.89,4,22,150.454,14,https://www.racing-reference.info/race-results/2018_Quaker_State_400_Presented_by_Walmart/W
595,595,2018,20,2018-07-22,Loudon,37,Kevin Harvick,14,Ford,1.058,P,318,,133.591,7,31,110.49,10,https://www.racing-reference.info/race-results/2018_Foxwoods_Resort_Casino_301/W
596,596,2018,21,2018-07-29,Pocono,40,Kyle Busch,28,Toyota,2.5,P,410,,176.988,7,29,132.46,13,https://www.racing-reference.info/race-results/2018_Gander_Outdoors_400/W
597,597,2018,22,2018-08-05,Watkins Glen,37,Chase Elliott,3,Chevrolet,2.45,R,221,,125.534,4,11,98.928,9,https://www.racing-reference.info/race-results/2018_Go_Bowling_at_the_Glen/W
598,598,2018,23,2018-08-12,Michigan,40,Kevin Harvick,3,Ford,2.0,P,400,,202.794,8,37,140.474,15,https://www.racing-reference.info/race-results/2018_Consumers_Energy_400/W
599,599,2018,24,2018-08-18,Bristol,40,Kurt Busch,9,Ford,0.533,P,267,,127.792,9,70,89.538,19,https://www.racing-reference.info/race-results/2018_Bass_Pro_Shops-NRA_Night_Race/W
600,600,2018,25,2018-09-02,Darlington,40,Brad Keselowski,13,Ford,1.366,P,501,,173.571,6,35,131.408,7,https://www.racing-reference.info/race-results/2018_Bojangles_Southern_500/W
601,601,2018,26,2018-09-10,Indianapolis,40,Brad Keselowski,6,Ford,2.5,P,400,,,10,39,128.629,14,https://www.racing-reference.info/race-results/2018_Big_Machine_Vodka_400_at_the_Brickyard/W
602,602,2018,27,2018-09-16,Las Vegas,40,Brad Keselowski,13,Ford,1.5,P,408,,188.121,12,59,111.849,23,https://www.racing-reference.info/race-results/2018_South_Point_400/W
603,603,2018,28,2018-09-22,Richmond,40,Kyle Busch,11,Toyota,0.75,P,300,,121.88,3,23,103.152,16,https://www.racing-reference.info/race-results/2018_Federated_Auto_Parts_400/W
604,604,2018,29,2018-09-30,Charlotte (Road),40,Ryan Blaney,9,Ford,2.28,R,249,,106.868,8,16,82.125,10,https://www.racing-reference.info/race-results/2018_Bank_of_America_Roval_400/W
605,605,2018,30,2018-10-07,Dover,39,Chase Elliott,9,Chevrolet,1.0,P,404,,,5,31,122.404,15,https://www.racing-reference.info/race-results/2018_Gander_Outdoors_400_%28October%29/W
606,606,2018,31,2018-10-14,Talladega,40,Aric Almirola,4,Ford,2.66,P,513,,195.804,8,32,153.707,15,https://www.racing-reference.info/race-results/2018_1000Bulbs.com_500/W
607,607,2018,32,2018-10-21,Kansas,40,Chase Elliott,13,Chevrolet,1.5,P,401,,191.646,3,17,152.057,11,https://www.racing-reference.info/race-results/2018_Hollywood_Casino_400/W
608,608,2018,33,2018-10-28,Martinsville,40,Joey Logano,10,Ford,0.526,P,263,,96.254,8,68,75.31,11,https://www.racing-reference.info/race-results/2018_First_Data_500/W
609,609,2018,34,2018-11-04,Fort Worth,40,Kevin Harvick,3,Ford,1.5,P,506,,200.505,8,37,150.558,16,https://www.racing-reference.info/race-results/2018_AAA_Texas_500/W
610,610,2018,35,2018-11-11,Phoenix,39,Kyle Busch,6,Toyota,1.0,P,312,,139.34,10,61,98.354,15,https://www.racing-reference.info/race-results/2018_Can-Am_500/W
611,611,2018,36,2018-11-18,Homestead,39,Joey Logano,5,Ford,1.5,P,401,,173.863,5,26,133.056,22,https://www.racing-reference.info/race-results/2018_Ford_EcoBoost_400/W
612,612,2019,1,2019-02-17,Daytona,40,Denny Hamlin,10,Toyota,2.5,P,518,,194.305,12,47,137.44,15,https://www.racing-reference.info/race-results/2019_Daytona_500/W
613,613,2019,2,2019-02-24,Atlanta,37,Brad Keselowski,19,Ford,1.54,P,501,,181.473,5,30,142.626,26,https://www.racing-reference.info/race-results/2019_Folds_of_Honor_QuikTrip_500/W
614,614,2019,3,2019-03-03,Las Vegas,38,Joey Logano,10,Ford,1.5,P,401,,180.517,2,12,154.849,19,https://www.racing-reference.info/race-results/2019_Pennzoil_400_Presented_by_Jiffy_Lube/W
615,615,2019,4,2019-03-10,Phoenix,36,Kyle Busch,4,Toyota,1.0,P,312,,141.287,9,57,101.693,17,https://www.racing-reference.info/race-results/2019_Ticket_Guardian_500/W
