,date,tavg,tmin,tmax,prcp,snow,wspd,pres,site
311,2013-04-27,15.6,9.4,22.2,0.0,0.0,6.8,1028.5,Richmond
312,2013-05-11,24.0,19.0,29.0,0.0,0.0,15.5,1013.0,Darlington
313,2013-05-26,18.7,15.0,23.9,0.0,0.0,8.3,1023.3,Charlotte
314,2013-06-16,21.5,16.7,26.7,12.1,0.0,13.8,1011.4,Michigan
315,2013-06-23,17.2,13.3,21.1,0.0,0.0,11.2,1016.5604819277108,Sonoma
316,2013-07-06,27.6,24.4,31.1,0.0,0.0,9.7,1020.2,Daytona
317,2013-07-14,24.3,20.0,30.6,5.3,0.0,6.8,1016.5604819277108,Loudon
318,2013-07-28,17.2,10.6,22.8,0.0,0.0,15.8,1015.0,Indianapolis
319,2013-08-11,17.4,10.0,25.6,0.0,0.0,5.1,1019.4,Watkins Glen
320,2013-08-18,18.9,11.7,26.7,0.0,0.0,0.8,1016.5604819277108,Michigan
321,2013-08-24,21.8,17.1,27.9,0.0,0.0,11.3,1016.5604819277108,Bristol
322,2013-09-01,24.3,21.7,30.6,1.0,0.0,3.1,1012.5,Atlanta
323,2013-09-07,20.9,15.0,27.2,0.0,0.0,6.1,1018.8,Richmond
324,2013-09-15,15.7,14.4,16.7,8.9,0.0,8.7,1017.3,Chicago
325,2013-09-22,18.2,12.2,24.4,0.0,0.0,9.7,1011.2,Loudon
326,2013-10-06,11.6,7.2,16.1,0.0,0.0,17.3,1012.7,Kansas
327,2013-10-12,20.0,13.3,24.4,0.0,0.0,6.5,1016.7,Charlotte
328,2013-10-27,10.1,-0.2,20.0,0.0,0.0,2.2,1016.5604819277108,Martinsville
329,2013-11-03,11.5,6.1,18.9,0.0,0.0,12.7,1019.9,Fort Worth
330,2013-11-10,21.6,14.4,28.3,0.0,0.0,5.0,1015.9,Phoenix
331,2013-11-17,25.5,23.6,28.4,0.0,0.0,12.9,1017.5,Homestead
332,2014-02-23,17.7,13.3,27.8,24.9,0.0,6.5,1016.5604819277108,Daytona
333,2014-03-02,14.8,11.7,20.0,1.3,0.0,9.4,1016.9,Phoenix
334,2014-03-09,17.1,10.0,23.9,0.0,0.0,8.3,1016.5604819277108,Las Vegas
335,2014-03-16,7.6,3.3,10.0,7.4,0.0,7.9,1016.5604819277108,Bristol
336,2014-03-23,15.3,9.4,22.2,0.0,0.0,5.5,1017.5,Fontana
337,2014-03-30,7.9,4.5,12.5,0.0,0.0,13.5,1016.5604819277108,Martinsville
338,2014-04-07,13.2,7.8,20.6,0.8,0.0,11.2,1011.5,Fort Worth
339,2014-04-12,19.5,11.0,27.0,0.0,0.0,10.3,1021.6,Darlington
340,2014-04-26,18.2,11.1,26.7,0.0,0.0,15.5,1010.8,Richmond
341,2014-05-04,21.3,11.1,31.7,0.0,0.0,4.8,1016.5604819277108,Talladega
342,2014-05-10,22.0,13.3,29.4,0.0,0.0,13.3,1008.6,Kansas
343,2014-05-25,22.1,15.0,27.2,0.0,0.0,8.3,1020.5,Charlotte
344,2014-06-15,20.2,11.7,27.8,0.0,0.0,15.1,1017.5,Michigan
345,2014-06-22,16.5,7.8,27.2,0.0,0.0,9.5,1011.2,Sonoma
346,2014-07-06,23.9,21.1,31.1,3.0,0.0,6.1,1018.6,Daytona
347,2014-07-13,26.7,21.1,33.3,0.0,0.0,11.2,1017.8,Loudon
348,2014-07-27,23.1,18.9,29.4,5.6,0.0,17.6,1008.6,Indianapolis
349,2014-08-10,18.9,10.6,28.3,0.3,0.0,3.1,1020.8,Watkins Glen
350,2014-08-17,20.3,18.3,22.2,10.0,0.0,7.2,1014.6,Michigan
351,2014-08-23,24.4,20.8,29.5,1.0,0.0,3.7,1016.5604819277108,Bristol
352,2014-08-31,25.7,20.6,32.2,0.0,0.0,3.5,1019.2,Atlanta
353,2014-09-06,28.0,23.3,35.6,0.0,0.0,15.1,1015.8,Richmond
354,2014-09-14,14.1,7.8,19.4,0.0,0.0,7.9,1024.8,Chicago
355,2014-09-21,21.9,16.7,27.8,0.8,0.0,13.7,1014.2,Loudon
356,2014-10-05,16.3,9.4,23.9,0.8,0.0,10.7,1007.7,Kansas
357,2014-10-11,23.5,20.0,30.6,2.0,0.0,11.9,1015.2,Charlotte
358,2014-10-19,14.6,7.0,22.0,0.0,0.0,4.0,1016.5604819277108,Talladega
359,2014-10-26,16.2,5.2,24.2,0.0,0.0,7.0,1016.5604819277108,Martinsville
360,2014-11-02,14.4,8.3,20.6,0.0,0.0,24.5,1023.4,Fort Worth
361,2014-11-09,23.8,16.1,30.6,0.0,0.0,6.5,1011.4,Phoenix
362,2014-11-16,24.7,22.8,27.7,0.0,0.0,11.5,1020.1,Homestead
363,2015-02-22,18.2,10.6,26.7,0.0,0.0,6.1,1022.5,Daytona
364,2015-03-01,5.6,2.8,8.3,3.3,0.0,8.1,1031.4,Atlanta
365,2015-03-08,17.3,10.0,25.6,0.0,0.0,10.4,1016.5604819277108,Las Vegas
366,2015-03-15,24.6,17.2,31.7,0.0,0.0,14.0,1016.2,Phoenix
367,2015-03-22,16.9,13.3,23.3,0.0,0.0,8.7,1019.8,Fontana
368,2015-03-29,2.4,-7.6,12.4,0.0,0.0,5.0,1016.5604819277108,Martinsville
369,2015-04-11,17.7,12.8,23.3,0.0,0.0,12.6,1017.8,Fort Worth
370,2015-04-19,17.8,16.2,19.4,20.1,0.0,11.3,1016.5604819277108,Bristol
371,2015-04-26,10.0,6.7,17.2,6.9,0.0,10.4,1006.2,Richmond
372,2015-05-09,19.5,16.7,22.8,3.0,0.0,14.9,1013.9,Kansas
373,2015-05-24,21.5,12.2,27.8,0.0,0.0,10.8,1027.5,Charlotte
374,2015-06-14,22.5,18.9,27.2,0.0,0.0,11.9,1013.9,Michigan
375,2015-06-28,18.7,14.4,25.6,0.0,0.0,9.8,1016.5604819277108,Sonoma
376,2015-07-05,26.0,22.2,32.2,4.6,0.0,6.5,1021.1,Daytona
377,2015-07-19,26.3,22.2,32.8,6.4,0.0,7.6,1014.8,Loudon
378,2015-07-26,26.5,21.7,31.1,31.8,0.0,11.5,1013.3,Indianapolis
379,2015-08-09,19.5,11.1,28.3,0.0,0.0,5.0,1016.4,Watkins Glen
380,2015-08-16,24.1,18.3,28.9,0.0,0.0,10.0,1019.3,Michigan
381,2015-08-22,22.3,17.0,28.8,0.0,0.0,5.6,1016.5604819277108,Bristol
382,2015-09-06,24.8,22.0,30.0,0.0,0.0,13.7,1018.8,Darlington
383,2015-09-12,22.3,19.4,27.2,23.4,0.0,9.7,1007.2,Richmond
384,2015-09-20,17.0,11.7,22.2,0.0,0.0,7.4,1021.1,Chicago
385,2015-09-27,21.3,17.2,28.9,0.0,0.0,9.4,1018.2,Loudon
386,2015-10-11,16.1,12.2,23.3,0.0,0.0,6.8,1015.2,Charlotte
387,2015-10-18,15.6,10.6,21.7,0.0,0.0,21.2,1026.8,Kansas
388,2015-10-25,21.4,17.4,25.4,0.0,0.0,5.7,1016.5604819277108,Talladega
389,2015-11-01,13.8,11.3,16.3,0.0,0.0,2.9,1016.5604819277108,Martinsville
390,2015-11-08,13.8,7.2,19.4,0.0,0.0,10.8,1024.5,Fort Worth
391,2015-11-15,16.5,13.9,18.9,4.3,0.0,10.4,1011.0,Phoenix
392,2015-11-22,24.5,21.5,30.3,0.0,0.0,14.6,1011.1,Homestead
393,2016-02-21,17.4,12.2,23.9,0.0,0.0,4.7,1021.3,Daytona
394,2016-02-28,9.6,-0.6,20.0,0.0,0.0,6.1,1021.5,Atlanta
395,2016-03-06,15.3,9.4,20.0,0.3,0.0,25.0,1009.5,Las Vegas
396,2016-03-13,17.3,11.1,25.6,0.0,0.0,9.0,1015.6,Phoenix
397,2016-03-20,17.0,10.6,26.1,0.0,0.0,5.3,1016.5604819277108,Fontana
398,2016-04-03,8.8,0.8,17.1,0.0,0.0,16.3,1016.5604819277108,Martinsville
399,2016-04-09,16.4,14.4,20.6,4.6,0.0,14.8,1018.1,Fort Worth
400,2016-04-17,16.8,8.2,25.6,0.0,0.0,8.0,1016.5604819277108,Bristol
401,2016-04-24,14.8,7.2,21.1,0.0,0.0,10.1,1018.6,Richmond
402,2016-05-07,23.7,18.3,29.4,0.0,0.0,12.9,1011.2,Kansas
403,2016-05-29,22.4,18.9,25.6,5.8,0.0,14.4,1018.1,Charlotte
404,2016-06-12,20.6,15.0,24.4,0.0,0.0,13.1,1017.6,Michigan
405,2016-06-26,21.3,10.0,35.0,0.0,0.0,7.8,1012.9,Sonoma
406,2016-07-02,26.3,22.8,33.9,4.6,0.0,8.6,1018.4,Daytona
407,2016-07-17,25.7,19.4,33.9,0.0,0.0,6.1,1020.9,Loudon
408,2016-07-24,28.8,25.0,33.3,0.0,0.0,13.7,1014.6,Indianapolis
409,2016-08-07,21.7,13.3,28.3,0.0,0.0,9.5,1013.2,Watkins Glen
410,2016-08-21,22.6,19.7,24.6,34.5,0.0,8.9,1016.5604819277108,Bristol
411,2016-08-28,24.5,21.1,29.4,0.0,0.0,7.2,1021.4,Michigan
412,2016-09-04,23.5,18.3,29.4,0.0,0.0,5.4,1021.6,Darlington
413,2016-09-10,26.3,22.2,32.8,0.0,0.0,14.4,1016.3,Richmond
414,2016-09-18,22.1,17.2,27.8,0.0,0.0,7.2,1014.0,Chicago
415,2016-09-25,25.9,18.9,34.4,0.0,0.0,5.4,1016.9,Loudon
416,2016-10-09,18.2,8.3,25.0,0.0,0.0,15.1,1018.7,Charlotte
417,2016-10-16,25.1,20.0,30.6,0.0,0.0,18.6,1007.3,Kansas
418,2016-10-23,13.3,3.0,25.8,0.0,0.0,1.2,1016.5604819277108,Talladega
419,2016-10-30,16.0,6.9,26.4,0.0,0.0,3.1,1016.5604819277108,Martinsville
420,2016-11-06,17.5,16.7,19.4,3.0,0.0,10.8,1020.1,Fort Worth
421,2016-11-13,21.7,14.4,29.4,0.0,0.0,4.3,1017.2,Phoenix
422,2016-11-20,19.9,15.9,25.4,0.0,0.0,14.7,1018.4,Homestead
423,2017-02-26,17.5,10.6,20.0,0.0,0.0,15.1,1021.0,Daytona
424,2017-03-05,11.4,1.1,20.0,0.0,0.0,6.0,1031.1,Atlanta
425,2017-03-12,21.7,13.9,30.0,0.0,0.0,6.5,1016.5604819277108,Las Vegas
426,2017-03-19,26.8,17.8,35.6,0.0,0.0,7.6,1014.8,Phoenix
427,2017-03-26,15.1,10.6,21.1,0.0,0.0,7.2,1015.8,Fontana
428,2017-04-02,10.8,2.6,19.0,0.0,0.0,4.9,1016.5604819277108,Martinsville
429,2017-04-09,23.4,19.4,27.8,0.0,0.0,32.4,1008.9,Fort Worth
430,2017-04-24,11.9,8.6,16.4,0.3,0.0,18.7,1016.5604819277108,Bristol
431,2017-04-30,25.4,21.1,30.0,0.0,0.0,17.6,1019.5,Richmond
432,2017-05-07,16.7,9.7,23.4,0.0,0.0,5.0,1016.5604819277108,Talladega
433,2017-05-13,19.6,11.1,26.7,0.0,0.0,10.1,1013.4,Kansas
434,2017-05-28,24.7,17.8,29.4,2.5,0.0,9.4,1010.7,Charlotte
435,2017-06-18,23.7,18.3,27.8,0.0,0.0,21.0,1002.5,Michigan
436,2017-06-25,17.4,13.3,25.0,0.0,0.0,9.2,1013.7,Sonoma
437,2017-07-01,27.1,24.4,31.7,0.0,0.0,7.6,1020.1,Daytona
438,2017-07-16,25.8,20.6,31.7,0.0,0.0,5.0,1016.5604819277108,Loudon
439,2017-07-23,24.8,21.1,30.0,16.5,0.0,13.3,1008.8,Indianapolis
440,2017-08-06,16.8,8.9,23.9,0.0,0.0,7.4,1018.3,Watkins Glen
441,2017-08-13,20.1,12.8,25.6,0.0,0.0,3.3,1017.4,Michigan
442,2017-08-19,22.7,17.3,28.7,0.0,0.0,2.8,1016.5604819277108,Bristol
443,2017-09-03,22.6,16.1,28.9,0.0,0.0,5.7,1018.3,Darlington
444,2017-09-09,18.2,12.8,23.3,0.0,0.0,13.7,1025.2,Richmond
445,2017-09-17,25.2,18.9,31.1,0.0,0.0,13.9,1016.3,Chicago
446,2017-09-24,24.4,18.3,30.6,0.0,0.0,5.0,1016.7,Loudon
447,2017-10-08,24.2,21.1,28.9,5.1,0.0,17.3,1013.9,Charlotte
448,2017-10-15,22.5,17.6,29.1,0.0,0.0,4.2,1016.5604819277108,Talladega
449,2017-10-22,13.5,10.0,18.9,24.9,0.0,9.8,1018.1,Kansas
450,2017-10-29,10.0,4.8,15.8,0.0,0.0,15.0,1016.5604819277108,Martinsville
451,2017-11-05,26.9,20.6,34.4,0.0,0.0,19.1,1010.0,Fort Worth
452,2017-11-12,21.7,14.4,30.0,0.0,0.0,4.7,1014.6,Phoenix
453,2017-11-19,22.2,17.4,27.6,0.0,0.0,6.5,1014.3,Homestead
454,2018-02-18,18.7,14.4,25.6,0.0,0.0,8.6,1023.6,Daytona
455,2018-02-25,17.7,15.6,21.1,7.6,0.0,8.7,1018.7,Atlanta
456,2018-03-04,10.1,5.6,14.4,0.0,0.0,20.0,1020.3,Las Vegas
457,2018-03-11,17.8,14.4,24.4,1.0,0.0,7.2,1015.3,Phoenix
458,2018-03-18,11.0,5.6,17.2,0.0,0.0,7.0,1018.2,Fontana
459,2018-04-08,7.7,2.8,15.0,0.0,0.0,10.8,1013.6,Fort Worth
460,2018-04-16,3.9,0.0,8.5,1.3,0.0,18.2,1016.5604819277108,Bristol
461,2018-04-21,10.6,3.3,18.3,0.0,0.0,6.8,1030.0,Richmond
462,2018-04-29,15.0,6.9,21.3,0.0,0.0,6.7,1016.5604819277108,Talladega
463,2018-05-12,25.6,21.7,28.3,0.0,0.0,17.9,1010.2,Kansas
464,2018-05-27,24.9,21.7,28.9,0.0,0.0,13.0,1014.8,Charlotte
465,2018-06-10,17.8,15.6,20.6,0.0,0.0,12.0,1013.7,Michigan
466,2018-06-24,16.5,12.2,21.1,0.0,0.0,12.9,1016.5604819277108,Sonoma
467,2018-07-01,28.6,24.4,34.4,0.0,0.0,20.6,1010.1,Chicago
468,2018-07-07,25.2,21.7,30.6,0.0,0.0,6.8,1018.9,Daytona
469,2018-07-22,21.9,19.4,23.9,7.4,0.0,11.2,1007.6,Loudon
470,2018-08-05,23.7,17.8,31.7,0.0,0.0,4.3,1020.6,Watkins Glen
471,2018-08-12,23.3,16.1,28.9,0.0,0.0,7.1,1018.6,Michigan
472,2018-08-18,22.6,21.0,26.1,30.5,0.0,6.4,1016.5604819277108,Bristol
473,2018-09-02,27.5,22.8,35.6,0.0,0.0,3.9,1022.6,Darlington
474,2018-09-10,15.7,13.3,21.1,0.0,0.0,10.4,1014.8,Indianapolis
475,2018-09-16,31.8,23.9,37.8,0.0,0.0,15.1,1009.3,Las Vegas
476,2018-09-22,24.1,19.4,29.4,0.0,0.0,14.0,1019.4,Richmond
477,2018-09-30,24.0,20.0,27.8,0.0,0.0,9.7,1024.4,Charlotte (Road)
478,2018-10-14,21.2,16.0,29.2,0.0,0.0,5.4,1016.5604819277108,Talladega
479,2018-10-21,10.3,2.2,18.3,0.0,0.0,12.8,1025.6,Kansas
480,2018-10-28,10.9,5.4,17.6,0.0,0.0,,1016.5604819277108,Martinsville
481,2018-11-04,13.0,8.9,17.2,0.0,0.0,9.0,1016.5,Fort Worth
482,2018-11-11,18.1,11.1,23.3,0.0,0.0,13.3,1014.2,Phoenix
483,2018-11-18,25.1,22.4,28.0,0.0,0.0,12.6,1018.3,Homestead
484,2019-02-17,21.1,16.1,28.9,0.0,0.0,8.6,1014.6,Daytona
485,2019-02-24,13.1,8.3,17.2,7.9,0.0,15.4,1016.4,Atlanta
486,2019-03-03,15.4,9.4,20.6,0.0,0.0,14.0,1012.9,Las Vegas
487,2019-03-10,14.4,8.9,21.1,0.0,0.0,10.1,1010.4,Phoenix
488,2019-03-17,18.7,7.8,28.3,0.0,0.0,7.4,1014.6,Fontana
489,2019-03-24,9.2,-3.7,22.1,0.0,0.0,3.1,1016.5604819277108,Martinsville
490,2019-03-31,7.1,2.2,12.2,0.0,0.0,17.3,1027.7,Fort Worth
491,2019-04-07,15.9,10.6,21.0,1.5,0.0,5.5,1016.5604819277108,Bristol
492,2019-04-13,19.0,16.1,21.7,11.9,0.0,8.3,1018.9,Richmond
493,2019-04-28,19.2,11.3,26.1,0.0,0.0,3.1,1016.5604819277108,Talladega
494,2019-05-11,12.7,11.1,14.4,2.3,0.0,10.1,1015.2,Kansas
495,2019-05-26,28.4,20.0,35.0,0.0,0.0,6.5,1017.8,Charlotte
496,2019-06-10,18.0,12.2,20.6,0.0,0.0,14.9,1016.5604819277108,Michigan
497,2019-06-23,19.6,11.1,30.0,0.0,0.0,8.3,1013.0,Sonoma
498,2019-06-30,25.6,22.2,32.2,7.9,0.0,10.0,1015.7,Chicago
499,2019-07-07,25.5,23.3,31.7,2.3,0.0,9.4,1016.1,Daytona
500,2019-07-21,26.6,22.8,32.2,0.0,0.0,13.7,1015.3,Loudon
501,2019-08-04,20.1,14.4,26.1,3.8,0.0,8.4,1015.0,Watkins Glen
502,2019-08-11,20.5,11.7,28.3,0.0,0.0,6.4,1016.8,Michigan
503,2019-08-17,23.6,17.3,30.4,0.0,0.0,3.3,1016.5604819277108,Bristol
504,2019-09-01,24.5,20.0,31.0,0.0,0.0,9.5,1019.9,Darlington
505,2019-09-08,20.0,16.1,24.4,0.0,0.0,7.2,1018.1,Indianapolis
506,2019-09-15,30.3,21.7,37.2,0.0,0.0,11.4,1010.5,Las Vegas
507,2019-09-21,21.6,13.3,32.8,0.0,0.0,8.6,1023.8,Richmond
508,2019-09-29,26.8,21.1,35.6,0.0,0.0,3.6,1021.2,Charlotte (Road)
509,2019-10-14,17.1,12.2,23.9,0.0,0.0,0.8,1016.5604819277108,Talladega
510,2019-10-20,13.4,7.2,19.4,3.3,0.0,10.7,1007.4,Kansas
511,2019-10-27,20.5,11.6,26.7,0.0,0.0,4.9,1016.5604819277108,Martinsville
512,2019-11-03,11.1,2.8,19.4,0.0,0.0,14.0,1020.8,Fort Worth
513,2019-11-10,23.6,16.1,30.6,0.0,0.0,5.8,1011.8,Phoenix
514,2019-11-17,15.6,13.4,19.5,0.0,0.0,15.8,1011.9,Homestead
